scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,topology,environment,expected_result,failure_criteria,required_evidence,work_package_id,execution_phase_id,_part
CPF-SC-010620,CPF-FR-021695,OPS-CONFIG,P0,RUNTIME_CONTROL,OUT_OF_ORDER,[Runtime Control / Routing Weight] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-ROUTING-WEIGHT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010621,CPF-FR-021695,OPS-CONFIG,P0,RUNTIME_CONTROL,DUPLICATE,[Runtime Control / Routing Weight] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-ROUTING-WEIGHT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010622,CPF-FR-021695,OPS-CONFIG,P0,RUNTIME_CONTROL,RESTART,[Runtime Control / Routing Weight] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-ROUTING-WEIGHT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010623,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,SINGLE,[Runtime Control / Batch Schedule] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010624,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,GROUP,[Runtime Control / Batch Schedule] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010625,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,ALL,[Runtime Control / Batch Schedule] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010626,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,ZERO_TARGET,[Runtime Control / Batch Schedule] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010627,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,OVERBROAD,[Runtime Control / Batch Schedule] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010628,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,OFFLINE,[Runtime Control / Batch Schedule] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010629,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,PARTIAL,[Runtime Control / Batch Schedule] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010630,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,OUT_OF_ORDER,[Runtime Control / Batch Schedule] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010631,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,DUPLICATE,[Runtime Control / Batch Schedule] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010632,CPF-FR-021705,OPS-CONFIG,P0,RUNTIME_CONTROL,RESTART,[Runtime Control / Batch Schedule] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-BATCH-SCHEDULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010633,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,SINGLE,[Runtime Control / Worker Concurrency] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010634,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,GROUP,[Runtime Control / Worker Concurrency] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010635,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,ALL,[Runtime Control / Worker Concurrency] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010636,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,ZERO_TARGET,[Runtime Control / Worker Concurrency] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010637,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,OVERBROAD,[Runtime Control / Worker Concurrency] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010638,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,OFFLINE,[Runtime Control / Worker Concurrency] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010639,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,PARTIAL,[Runtime Control / Worker Concurrency] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010640,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,OUT_OF_ORDER,[Runtime Control / Worker Concurrency] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010641,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,DUPLICATE,[Runtime Control / Worker Concurrency] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010642,CPF-FR-021715,OPS-CONFIG,P0,RUNTIME_CONTROL,RESTART,[Runtime Control / Worker Concurrency] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-WORKER-CONCURRENCY,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010643,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,SINGLE,[Runtime Control / Rate Limit] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010644,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,GROUP,[Runtime Control / Rate Limit] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010645,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,ALL,[Runtime Control / Rate Limit] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010646,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,ZERO_TARGET,[Runtime Control / Rate Limit] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010647,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,OVERBROAD,[Runtime Control / Rate Limit] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010648,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,OFFLINE,[Runtime Control / Rate Limit] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010649,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,PARTIAL,[Runtime Control / Rate Limit] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010650,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,OUT_OF_ORDER,[Runtime Control / Rate Limit] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010651,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,DUPLICATE,[Runtime Control / Rate Limit] DUPLICATE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010652,CPF-FR-021725,OPS-CONFIG,P0,RUNTIME_CONTROL,RESTART,[Runtime Control / Rate Limit] RESTART,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-RATE-LIMIT,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010653,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,SINGLE,[Runtime Control / Masking Rule] SINGLE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010654,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,GROUP,[Runtime Control / Masking Rule] GROUP,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010655,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,ALL,[Runtime Control / Masking Rule] ALL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010656,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,ZERO_TARGET,[Runtime Control / Masking Rule] ZERO_TARGET,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010657,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,OVERBROAD,[Runtime Control / Masking Rule] OVERBROAD,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010658,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,OFFLINE,[Runtime Control / Masking Rule] OFFLINE,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010659,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,PARTIAL,[Runtime Control / Masking Rule] PARTIAL,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
CPF-SC-010660,CPF-FR-021735,OPS-CONFIG,P0,RUNTIME_CONTROL,OUT_OF_ORDER,[Runtime Control / Masking Rule] OUT_OF_ORDER,Controller+Runtime multi-instance,실제/격리 multi-instance runtime,"대상·version·instance 결과 정확, 중복 0, rollback 가능",잘못된 target·stale version·Partial 은폐·local cache only,target snapshot·change ledger·ACK/actual·audit·metric·hash,P07-RUNTIME-CONTROL-MASKING-RULE,P07,CPF_SCENARIO_MASTER_PART_002_CPF-SC-009527__CPF-SC-015274.csv
