Rank,Review_ID,Priority,Area,Review Point,Acceptance Criteria,Minimum Evidence,User Mandatory,Status,Notes,basis_sha,evidence_id
305,CPF-RV-0305,P1,REST/API Contract,HTTP method semantics와 idempotency — Runtime·Evidence·회귀를 검증한다.,HTTP method semantics와 idempotency: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0305
306,CPF-RV-0306,P1,REST/API Contract,Request size/header/content-type 제한 — 구현·Ownership·Consumer를 검증한다.,Request size/header/content-type 제한: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0306
307,CPF-RV-0307,P1,REST/API Contract,Request size/header/content-type 제한 — 정상·경계 동작를 검증한다.,Request size/header/content-type 제한: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0307
308,CPF-RV-0308,P1,REST/API Contract,Request size/header/content-type 제한 — 실패·부분실패·UNKNOWN를 검증한다.,Request size/header/content-type 제한: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0308
309,CPF-RV-0309,P1,REST/API Contract,Request size/header/content-type 제한 — 동시성·다중인스턴스·보안를 검증한다.,"Request size/header/content-type 제한: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0309
310,CPF-RV-0310,P1,REST/API Contract,Request size/header/content-type 제한 — Runtime·Evidence·회귀를 검증한다.,Request size/header/content-type 제한: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0310
311,CPF-RV-0311,P1,REST/API Contract,표준 Error Code와 HTTP status mapping — 구현·Ownership·Consumer를 검증한다.,표준 Error Code와 HTTP status mapping: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0311
312,CPF-RV-0312,P1,REST/API Contract,표준 Error Code와 HTTP status mapping — 정상·경계 동작를 검증한다.,표준 Error Code와 HTTP status mapping: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0312
313,CPF-RV-0313,P1,REST/API Contract,표준 Error Code와 HTTP status mapping — 실패·부분실패·UNKNOWN를 검증한다.,표준 Error Code와 HTTP status mapping: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0313
314,CPF-RV-0314,P1,REST/API Contract,표준 Error Code와 HTTP status mapping — 동시성·다중인스턴스·보안를 검증한다.,"표준 Error Code와 HTTP status mapping: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0314
315,CPF-RV-0315,P1,REST/API Contract,표준 Error Code와 HTTP status mapping — Runtime·Evidence·회귀를 검증한다.,표준 Error Code와 HTTP status mapping: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0315
316,CPF-RV-0316,P1,REST/API Contract,API versioning/deprecation/retired 410 처리 — 구현·Ownership·Consumer를 검증한다.,API versioning/deprecation/retired 410 처리: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0316
317,CPF-RV-0317,P1,REST/API Contract,API versioning/deprecation/retired 410 처리 — 정상·경계 동작를 검증한다.,API versioning/deprecation/retired 410 처리: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0317
318,CPF-RV-0318,P1,REST/API Contract,API versioning/deprecation/retired 410 처리 — 실패·부분실패·UNKNOWN를 검증한다.,API versioning/deprecation/retired 410 처리: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0318
319,CPF-RV-0319,P1,REST/API Contract,API versioning/deprecation/retired 410 처리 — 동시성·다중인스턴스·보안를 검증한다.,"API versioning/deprecation/retired 410 처리: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0319
320,CPF-RV-0320,P1,REST/API Contract,API versioning/deprecation/retired 410 처리 — Runtime·Evidence·회귀를 검증한다.,API versioning/deprecation/retired 410 처리: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0320
321,CPF-RV-0321,P1,REST/API Contract,DTO null/default/enum/unknown field compatibility — 구현·Ownership·Consumer를 검증한다.,DTO null/default/enum/unknown field compatibility: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0321
322,CPF-RV-0322,P1,REST/API Contract,DTO null/default/enum/unknown field compatibility — 정상·경계 동작를 검증한다.,DTO null/default/enum/unknown field compatibility: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0322
323,CPF-RV-0323,P1,REST/API Contract,DTO null/default/enum/unknown field compatibility — 실패·부분실패·UNKNOWN를 검증한다.,DTO null/default/enum/unknown field compatibility: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0323
324,CPF-RV-0324,P1,REST/API Contract,DTO null/default/enum/unknown field compatibility — 동시성·다중인스턴스·보안를 검증한다.,"DTO null/default/enum/unknown field compatibility: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0324
325,CPF-RV-0325,P1,REST/API Contract,DTO null/default/enum/unknown field compatibility — Runtime·Evidence·회귀를 검증한다.,DTO null/default/enum/unknown field compatibility: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0325
326,CPF-RV-0326,P1,WebClient/External Integration,connection/read/response timeout 계층 — 구현·Ownership·Consumer를 검증한다.,connection/read/response timeout 계층: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0326
327,CPF-RV-0327,P1,WebClient/External Integration,connection/read/response timeout 계층 — 정상·경계 동작를 검증한다.,connection/read/response timeout 계층: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0327
328,CPF-RV-0328,P1,WebClient/External Integration,connection/read/response timeout 계층 — 실패·부분실패·UNKNOWN를 검증한다.,connection/read/response timeout 계층: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0328
329,CPF-RV-0329,P1,WebClient/External Integration,connection/read/response timeout 계층 — 동시성·다중인스턴스·보안를 검증한다.,"connection/read/response timeout 계층: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0329
330,CPF-RV-0330,P1,WebClient/External Integration,connection/read/response timeout 계층 — Runtime·Evidence·회귀를 검증한다.,connection/read/response timeout 계층: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,Source/contract/inventory를 current Product tree 영향 기준으로 검토했으나 Consumer+Test+Runtime이 이 Review Point Acceptance 전체를 닫지 못해 재확인 필요로 판정.,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,SPECIAL1000-CPF-RV-0330
