requirement_id,section,edu_feature_ids,public_contract,reference_source,normal_scenario,error_fault_recovery_scenario,adm_observation_path,runtime_command,coverage_development_status,runtime_verification_status,evidence
API-FILE,Generator/EDU/API/Quality/Productization,EDU-004 | EDU-029 | EDU-013,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/file/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-reference/src/main/java/com/cpf/reference/filetransfer/**/*.java,EDU-004-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-013-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-013-SCN-ERROR | EDU-013-SCN-RECOVERY | EDU-013-SCN-SECURITY,/responseCodes | /dashboard | /fileJobs,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.filetransfer.*"" --tests ""com.cpf.reference.archive.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
RULE-ARCH,Generator/EDU/API/Quality/Productization,EDU-017 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-017-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/security | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
RULE-SEC,Generator/EDU/API/Quality/Productization,EDU-017 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-017-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/security | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
RULE-QUALITY,Generator/EDU/API/Quality/Productization,EDU-017 | EDU-029,cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-admin/src/main/java/**/*.java,EDU-017-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/security | /dashboard,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | npm --prefix ./cpf-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-UNIT,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-029,build.gradle | cpf-core/src/main/java/com/cpf/core/api/**/*.java,build.gradle | cpf-admin/src/main/java/**/*.java,EDU-001-SCN-NORMAL | EDU-029-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY,/runtimeControl | /dashboard,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | npm --prefix ./cpf-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-CONTRACT,Generator/EDU/API/Quality/Productization,EDU-004 | EDU-005 | EDU-025 | EDU-028 | EDU-029 | EDU-030,cpf-core/src/main/java/com/cpf/core/api/header/**/*.java | cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java | cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java | cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-reference/src/main/java/com/cpf/reference/header/**/*.java | cpf-reference/src/main/java/com/cpf/reference/servicecall/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-gateway/src/main/java/**/*.java | cpf-admin/src/main/java/**/*.java | cpf-biz-admin/src/main/java/**/*.java,EDU-004-SCN-NORMAL | EDU-005-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-029-SCN-NORMAL | EDU-030-SCN-NORMAL,EDU-004-SCN-ERROR | EDU-004-SCN-RECOVERY | EDU-004-SCN-SECURITY | EDU-005-SCN-ERROR | EDU-005-SCN-RECOVERY | EDU-005-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY,/responseCodes | /serviceRegistry | /centerCut | /gateway-dashboard | /dashboard | /approvals,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.header.*"" --tests ""com.cpf.reference.failure.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | npm --prefix ./cpf-admin/frontend run verify | npm --prefix ./cpf-biz-admin/frontend run verify",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-RUNTIME,Generator/EDU/API/Quality/Productization,EDU-019 | EDU-021 | EDU-023 | EDU-024 | EDU-025 | EDU-026 | EDU-027 | EDU-028 | EDU-032,cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java | cpf-core/src/main/java/com/cpf/core/api/gateway/**/*.java,cpf-tools/db/vendor/oracle/**/* | cpf-reference/src/main/java/com/cpf/reference/batch/**/*.java | cpf-batch/scheduler/**/*.java | cpf-batch/worker/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-batch/host-agent/src/main/java/**/*.java | deploy/**/* | cpf-gateway/src/main/java/**/*.java | cpf-tools/runtime/**/*,EDU-019-SCN-NORMAL | EDU-021-SCN-NORMAL | EDU-023-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-026-SCN-NORMAL | EDU-027-SCN-NORMAL | EDU-028-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY | EDU-021-SCN-ERROR | EDU-021-SCN-RECOVERY | EDU-021-SCN-CONCURRENCY | EDU-023-SCN-ERROR | EDU-023-SCN-RECOVERY | EDU-023-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-026-SCN-ERROR | EDU-026-SCN-RECOVERY | EDU-026-SCN-SECURITY | EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY | EDU-028-SCN-ERROR | EDU-028-SCN-RECOVERY | EDU-028-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/configs | /batchExecutions | /batchScheduler | /batchWorkerPools | /centerCut | /batchAgents | /runtimeControl | /gateway-dashboard | /topology,"python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.batch.*Tasklet*"" --no-daemon | ./gradlew.bat :cpf-batch:scheduler:test --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | ./gradlew.bat :cpf-batch:host-agent:test --no-daemon | ./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon | ./gradlew.bat :cpf-gateway:test --no-daemon | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-BROWSER,Generator/EDU/API/Quality/Productization,EDU-029 | EDU-030,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-biz-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-030-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY,/dashboard | /approvals,npm --prefix ./cpf-admin/frontend run verify | npm --prefix ./cpf-biz-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-BROKER,Generator/EDU/API/Quality/Productization,EDU-009 | EDU-010,cpf-core/src/main/java/com/cpf/core/api/messaging/**/*.java,cpf-reference/src/main/java/com/cpf/reference/messaging/**/*.java,EDU-009-SCN-NORMAL | EDU-010-SCN-NORMAL,EDU-009-SCN-ERROR | EDU-009-SCN-RECOVERY | EDU-009-SCN-CONCURRENCY | EDU-010-SCN-ERROR | EDU-010-SCN-RECOVERY | EDU-010-SCN-CONCURRENCY,/recoveryCenter | /capacity,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.messaging.*Outbox*"" --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""*Kafka*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-FAULT,Generator/EDU/API/Quality/Productization,EDU-008 | EDU-023 | EDU-024 | EDU-025 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/recovery/**/*.java | cpf-batch/contract/src/main/java/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,cpf-reference/src/main/java/com/cpf/reference/failure/**/*.java | cpf-batch/scheduler/**/*.java | cpf-batch/worker/**/*.java | cpf-reference/src/main/java/com/cpf/reference/centercut/**/*.java | cpf-tools/runtime/**/*,EDU-008-SCN-NORMAL | EDU-023-SCN-NORMAL | EDU-024-SCN-NORMAL | EDU-025-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-008-SCN-ERROR | EDU-008-SCN-UNKNOWN | EDU-008-SCN-RECOVERY | EDU-023-SCN-ERROR | EDU-023-SCN-RECOVERY | EDU-023-SCN-CONCURRENCY | EDU-024-SCN-ERROR | EDU-024-SCN-RECOVERY | EDU-024-SCN-CONCURRENCY | EDU-025-SCN-ERROR | EDU-025-SCN-UNKNOWN | EDU-025-SCN-RECOVERY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/recoveryCenter | /batchScheduler | /batchWorkerPools | /centerCut | /topology,"./gradlew.bat :cpf-reference:test --tests ""*UnknownResult*"" --no-daemon | ./gradlew.bat :cpf-batch:scheduler:test --no-daemon | ./gradlew.bat :cpf-batch:worker:test --no-daemon | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.centercut.*"" --no-daemon | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
TEST-EVIDENCE,Generator/EDU/API/Quality/Productization,EDU-018 | EDU-031,cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java | build.gradle,cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/supply-chain/**/*,EDU-018-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/logs | /runtimeControl,"./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REL-BUILD,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-031,build.gradle,build.gradle | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REL-DEPLOY,Generator/EDU/API/Quality/Productization,EDU-027 | EDU-032,cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,deploy/**/* | cpf-tools/runtime/**/*,EDU-027-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-027-SCN-ERROR | EDU-027-SCN-RECOVERY | EDU-027-SCN-SECURITY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/runtimeControl | /topology,"./gradlew.bat :cpf-admin:test --tests ""*RuntimeControl*"" --no-daemon | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REL-MIG,Generator/EDU/API/Quality/Productization,EDU-019 | EDU-020,cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-tools/db/vendor/oracle/**/* | cpf-tools/db/vendor/*/migration/**/*,EDU-019-SCN-NORMAL | EDU-020-SCN-NORMAL,EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY | EDU-020-SCN-ERROR | EDU-020-SCN-RECOVERY | EDU-020-SCN-CONCURRENCY,/configs,python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release | pwsh -NoProfile -File ./cpf-tools/scripts/check-canonical-db-lifecycle-contract.ps1,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REL-COMPAT,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-005,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/servicecall/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-reference/src/main/java/com/cpf/reference/servicecall/**/*.java,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-005-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-005-SCN-ERROR | EDU-005-SCN-RECOVERY | EDU-005-SCN-CONCURRENCY,/runtimeControl | /configs | /serviceRegistry,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.servicecall.*"" --no-daemon",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
DOC-GOV,Generator/EDU/API/Quality/Productization,EDU-029 | EDU-030,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-biz-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-030-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY,/dashboard | /approvals,npm --prefix ./cpf-admin/frontend run verify | npm --prefix ./cpf-biz-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
DOC-PRODUCT,Generator/EDU/API/Quality/Productization,EDU-029 | EDU-030,cpf-core/src/main/java/com/cpf/core/api/**/*.java | cpf-common/src/main/java/com/cpf/common/api/**/*.java,cpf-admin/src/main/java/**/*.java | cpf-biz-admin/src/main/java/**/*.java,EDU-029-SCN-NORMAL | EDU-030-SCN-NORMAL,EDU-029-SCN-ERROR | EDU-029-SCN-RECOVERY | EDU-029-SCN-SECURITY | EDU-030-SCN-ERROR | EDU-030-SCN-RECOVERY | EDU-030-SCN-SECURITY,/dashboard | /approvals,npm --prefix ./cpf-admin/frontend run verify | npm --prefix ./cpf-biz-admin/frontend run verify,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
PROD-EDITION,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-031,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /configs,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
PROD-MULTITENANT,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-031 | EDU-017 | EDU-019 | EDU-032,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java | cpf-core/src/main/java/com/cpf/core/api/security/**/*.java | cpf-core/src/main/java/com/cpf/core/api/runtimecontrol/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-tools/supply-chain/**/* | cpf-reference/src/main/java/com/cpf/reference/security/**/*.java | cpf-tools/db/vendor/oracle/**/* | cpf-tools/runtime/**/*,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-031-SCN-NORMAL | EDU-017-SCN-NORMAL | EDU-019-SCN-NORMAL | EDU-032-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY | EDU-017-SCN-ERROR | EDU-017-SCN-RECOVERY | EDU-017-SCN-SECURITY | EDU-019-SCN-ERROR | EDU-019-SCN-RECOVERY | EDU-019-SCN-CONCURRENCY | EDU-032-SCN-ERROR | EDU-032-SCN-UNKNOWN | EDU-032-SCN-RECOVERY,/runtimeControl | /configs | /security | /topology,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.security.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-db-lifecycle-contract.py --root . --release | pwsh -NoProfile -File ./cpf-tools/scripts/verify-cpf-distributed-runtime.ps1 -Scenario all",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
PROD-PLUGIN,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-031,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /configs,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
PROD-PACKAGE,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-002 | EDU-031,build.gradle | cpf-common/src/main/java/com/cpf/common/api/**/*.java,build.gradle | cpf-tools/generator/**/* | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-002-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-002-SCN-ERROR | EDU-002-SCN-RECOVERY | EDU-002-SCN-CONCURRENCY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /configs,./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | pwsh -NoProfile -File ./cpf-tools/scripts/create-domain.ps1 -DomainName educheck -SystemCode EDC | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release,완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REQ-GOV,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-018 | EDU-031,build.gradle | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,build.gradle | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-018-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /logs,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REQ-REVIEW,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-018 | EDU-031,build.gradle | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,build.gradle | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-018-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /logs,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REQ-CODEX,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-018 | EDU-031,build.gradle | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,build.gradle | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-018-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /logs,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
REQ-GAP,Generator/EDU/API/Quality/Productization,EDU-001 | EDU-018 | EDU-031,build.gradle | cpf-core/src/main/java/com/cpf/core/api/observability/**/*.java,build.gradle | cpf-reference/src/main/java/com/cpf/reference/logging/**/*.java | cpf-tools/supply-chain/**/*,EDU-001-SCN-NORMAL | EDU-018-SCN-NORMAL | EDU-031-SCN-NORMAL,EDU-001-SCN-ERROR | EDU-001-SCN-RECOVERY | EDU-001-SCN-SECURITY | EDU-018-SCN-ERROR | EDU-018-SCN-RECOVERY | EDU-018-SCN-SECURITY | EDU-031-SCN-ERROR | EDU-031-SCN-RECOVERY | EDU-031-SCN-SECURITY,/runtimeControl | /logs,"./gradlew.bat clean test assemble publishToMavenLocal --no-daemon --stacktrace | ./gradlew.bat :cpf-reference:test --tests ""com.cpf.reference.logging.*"" --tests ""com.cpf.reference.audit.*"" --no-daemon | python ./cpf-tools/scripts/verify-cpf-supply-chain.py --root . --release",완료,미검증,cpf-docs/evidence/<exact-sha>/edu/<requirement_id>.json
