execution_order,requirement_id,work_package_id,requirement_group,feature,function_type,qa_status,owner_module,owner_package,actual_consumer,qa_reason,required_action,evidence,baseline_sha
09-00019450,CPF-FR-019450,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,QUERY_INPUT,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,WAITING/limit 고정이며 기간·step·priority·requester filter가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019451,CPF-FR-019451,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,SERVER_PAGING,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,limit 고정 또는 전체 조회이며 page/cursor·total·stable sort가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019453,CPF-FR-019453,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,DETAIL,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,edit/drawer 일부는 있으나 History·Audit·Timeline·관련 업무 Link를 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019454,CPF-FR-019454,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,STATE_UX,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Loading·Error·Empty는 있으나 Partial·STALE·UNKNOWN·Last Updated를 일관되게 분리하지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019456,CPF-FR-019456,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,MASKING,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,PII RAW 분리는 Source에서 확인했으나 negative corpus·browser zeroization runtime은 미실행이다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019457,CPF-FR-019457,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,AUDIT_HISTORY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,변경 reason은 있으나 actor·before/after·result·version audit drill-down이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019458,CPF-FR-019458,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,DEEP_LINK,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,선택 row·filter·page를 URL query에 보존하지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019459,CPF-FR-019459,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,ACCESSIBILITY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,table/action의 keyboard/focus/screen-reader 검증과 일부 click row 처리 보장이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019460,CPF-FR-019460,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,PERFORMANCE,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,server paging 또는 bounded limit은 있으나 browser large dataset/bundle budget evidence가 없다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019461,CPF-FR-019461,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,API_PARITY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Route expected operation은 있으나 다수 화면이 raw bzaApi URL 또는 generic CrudTable endpoint를 사용한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019462,CPF-FR-019462,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,DB_PARITY,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Oracle/PostgreSQL/MariaDB install·upgrade·rollback runtime parity를 실행하지 못했다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019463,CPF-FR-019463,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,EVIDENCE,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,exact SHA Browser/BFF/DB runtime evidence가 없다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019464,CPF-FR-019464,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,BULK_SELECTION,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,paging 간 selection·bulk action·partial result가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019465,CPF-FR-019465,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,SAVED_SEARCH,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,해당 목록의 조건/Column/Sort 저장·공유·version이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019466,CPF-FR-019466,P09-BZA-UI-HOME,BZA_UI,나의 결재 Inbox,EXPORT,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,기능별 async export·reason·audit status workflow가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019469,CPF-FR-019469,P09-BZA-UI-HOME,BZA_UI,나의 상신,QUERY_INPUT,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,최근 100건 고정이며 status/기간/type filter가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019470,CPF-FR-019470,P09-BZA-UI-HOME,BZA_UI,나의 상신,SERVER_PAGING,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,limit 고정 또는 전체 조회이며 page/cursor·total·stable sort가 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019472,CPF-FR-019472,P09-BZA-UI-HOME,BZA_UI,나의 상신,DETAIL,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,edit/drawer 일부는 있으나 History·Audit·Timeline·관련 업무 Link를 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019473,CPF-FR-019473,P09-BZA-UI-HOME,BZA_UI,나의 상신,STATE_UX,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Loading·Error·Empty는 있으나 Partial·STALE·UNKNOWN·Last Updated를 일관되게 분리하지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019475,CPF-FR-019475,P09-BZA-UI-HOME,BZA_UI,나의 상신,MASKING,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,PII RAW 분리는 Source에서 확인했으나 negative corpus·browser zeroization runtime은 미실행이다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019476,CPF-FR-019476,P09-BZA-UI-HOME,BZA_UI,나의 상신,AUDIT_HISTORY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,변경 reason은 있으나 actor·before/after·result·version audit drill-down이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019477,CPF-FR-019477,P09-BZA-UI-HOME,BZA_UI,나의 상신,DEEP_LINK,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,선택 row·filter·page를 URL query에 보존하지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019478,CPF-FR-019478,P09-BZA-UI-HOME,BZA_UI,나의 상신,ACCESSIBILITY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,table/action의 keyboard/focus/screen-reader 검증과 일부 click row 처리 보장이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019479,CPF-FR-019479,P09-BZA-UI-HOME,BZA_UI,나의 상신,PERFORMANCE,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,server paging 또는 bounded limit은 있으나 browser large dataset/bundle budget evidence가 없다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019480,CPF-FR-019480,P09-BZA-UI-HOME,BZA_UI,나의 상신,API_PARITY,미통과,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Route expected operation은 있으나 다수 화면이 raw bzaApi URL 또는 generic CrudTable endpoint를 사용한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
09-00019481,CPF-FR-019481,P09-BZA-UI-HOME,BZA_UI,나의 상신,DB_PARITY,미검증,cpf-biz-admin,com.cpf.bizadmin,업무 관리자·결재자,Oracle/PostgreSQL/MariaDB install·upgrade·rollback runtime parity를 실행하지 못했다.,Java25/DB/Browser 직접 또는 동등 대체검증,cpf-biz-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/features/dashboard/DashboardPage.vue|cpf-biz-admin/frontend/src/features/approval-inbox/ApprovalInboxPage.vue|cpf-biz-admin/frontend/src/features/approval-submissions/ApprovalSubmissionsPage.vue|cpf-biz-admin/frontend/src/features/notifications/NotificationsPage.vue|cpf-biz-admin/frontend/src/features/saved-searches/SavedSearchesPage.vue,f97655c1299936a1101bc3ec10239265ec3b502e
