execution_order,requirement_id,phase_id,phase_name,work_package_id,priority,owner_module,requirement_group,capability,feature,function_type,predecessor_phase_ids,prerequisite_requirement_ids,blocking_phase_gate_id,parallel_execution_rule,change_freeze_rule,development_status,verification_status
01-00010949,CPF-FR-010949,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Data Scope,DATA_SCOPE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010950,CPF-FR-010950,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Masking·Privacy,MASKING,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010951,CPF-FR-010951,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,사유,REASON,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010952,CPF-FR-010952,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,승인,APPROVAL,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010953,CPF-FR-010953,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,감사,AUDIT,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010954,CPF-FR-010954,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Log,LOG,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010955,CPF-FR-010955,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Metric,METRIC,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010956,CPF-FR-010956,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Trace,TRACE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010957,CPF-FR-010957,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Health·Readiness,HEALTH,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010958,CPF-FR-010958,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Alert·Runbook,ALERT_RUNBOOK,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010959,CPF-FR-010959,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Resource 상한,RESOURCE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010960,CPF-FR-010960,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,DB Ownership,DB_OWNER,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010961,CPF-FR-010961,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,DB Schema,DB_SCHEMA,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010962,CPF-FR-010962,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Runtime Query,DB_QUERY,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010963,CPF-FR-010963,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Migration,DB_MIGRATION,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010964,CPF-FR-010964,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,DB Rollback,DB_ROLLBACK,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010965,CPF-FR-010965,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,3 Vendor,DB_VENDOR,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010966,CPF-FR-010966,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,API·OpenAPI,API_OPENAPI,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010967,CPF-FR-010967,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Frontend 연결,FRONTEND,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010968,CPF-FR-010968,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,ADM 운영 기능,ADM_UI,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010969,CPF-FR-010969,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,MBW 업무 Backoffice,MBW_WEB,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010970,CPF-FR-010970,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Generator 영향,GENERATOR,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010971,CPF-FR-010971,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Sample·EDU,SAMPLE_EDU,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010972,CPF-FR-010972,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,JavaDoc·주석,JAVADOC,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010973,CPF-FR-010973,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,개발·운영 Guide,GUIDE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010980,CPF-FR-010980,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-COMPLETION-GATE,P0,cpf-tools quality gates,QUALITY,LATEST-COMPLETION-GATE,Hygiene,HYGIENE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00010991,CPF-FR-010991,P01,Repository 전체 Inventory·양방향 추적,P01-GOV-LATEST-DELETE-LIFECYCLE,P0,requirement governance,GOV,LATEST-DELETE-LIFECYCLE,상태 Catalog,STATE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011017,CPF-FR-011017,P01,Repository 전체 Inventory·양방향 추적,P01-GOV-LATEST-DELETE-LIFECYCLE,P0,requirement governance,GOV,LATEST-DELETE-LIFECYCLE,Trace,TRACE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011020,CPF-FR-011020,P01,Repository 전체 Inventory·양방향 추적,P01-GOV-LATEST-DELETE-LIFECYCLE,P0,requirement governance,GOV,LATEST-DELETE-LIFECYCLE,Resource 상한,RESOURCE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011041,CPF-FR-011041,P01,Repository 전체 Inventory·양방향 추적,P01-GOV-LATEST-DELETE-LIFECYCLE,P0,requirement governance,GOV,LATEST-DELETE-LIFECYCLE,Hygiene,HYGIENE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011042,CPF-FR-011042,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-CI-EXACT-SHA,P0,cpf-tools quality gates,QUALITY,LATEST-CI-EXACT-SHA,기능 목적·업무 결과,PURPOSE,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011043,CPF-FR-011043,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-CI-EXACT-SHA,P0,cpf-tools quality gates,QUALITY,LATEST-CI-EXACT-SHA,Owner·경계,OWNER,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011044,CPF-FR-011044,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-CI-EXACT-SHA,P0,cpf-tools quality gates,QUALITY,LATEST-CI-EXACT-SHA,실제 Consumer,CONSUMER,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011045,CPF-FR-011045,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-CI-EXACT-SHA,P0,cpf-tools quality gates,QUALITY,LATEST-CI-EXACT-SHA,Public API,PUBLIC_API,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
01-00011046,CPF-FR-011046,P01,Repository 전체 Inventory·양방향 추적,P01-QUALITY-LATEST-CI-EXACT-SHA,P0,cpf-tools quality gates,QUALITY,LATEST-CI-EXACT-SHA,고객 확장 SPI,EXTENSION_SPI,P00,CPF-GATE-00,CPF-GATE-01,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
