logical_order,requirement_id,function_point_id,development_status,verification_status,development_result,evidence_path,next_action
253,CPF-FR-001534,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
254,CPF-FR-001535,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
255,CPF-FR-001536,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
256,CPF-FR-001537,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
257,CPF-FR-001538,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
258,CPF-FR-001539,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
259,CPF-FR-001540,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
260,CPF-FR-001541,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
261,CPF-FR-001542,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
262,CPF-FR-001543,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
263,CPF-FR-001544,FP-6B-LOGDB,해당 없음,검증 완료,해당 없음·근거 기록 완료,,추가 조치 없음; QA가 해당 없음 근거를 검수
264,CPF-FR-001545,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/spool_event_isolation_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
265,CPF-FR-001546,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
266,CPF-FR-001547,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
267,CPF-FR-001548,FP-6B-LOGDB,해당 없음,검증 완료,해당 없음·근거 기록 완료,,추가 조치 없음; QA가 해당 없음 근거를 검수
268,CPF-FR-001549,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
269,CPF-FR-001550,FP-6B-LOGDB,완료,부분 검증,6B 제품 Source 구현 완료·정적/대체 검증 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 외부 Runtime에서 Source 대체검증 Acceptance 재실행
270,CPF-FR-001551,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_process_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
271,CPF-FR-001552,FP-6B-LOGDB,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6A/DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
272,CPF-FR-001553,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
273,CPF-FR-001554,FP-6B-LOGDB,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,,DEVGPT-6A 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
274,CPF-FR-001555,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
275,CPF-FR-001556,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
276,CPF-FR-001557,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_approval_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
277,CPF-FR-001558,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_approval_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
278,CPF-FR-001559,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_approval_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/extension/spool_event_isolation_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
279,CPF-FR-001560,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
280,CPF-FR-001561,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
281,CPF-FR-001562,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
282,CPF-FR-001563,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/log_recovery_state_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
283,CPF-FR-001564,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
284,CPF-FR-001565,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
285,CPF-FR-001566,FP-6B-LOGDB,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
286,CPF-FR-001567,FP-6B-LOGDB,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
287,CPF-FR-001568,FP-6B-LOGDB,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log,DEVGPT-6E 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
288,CPF-FR-001569,FP-6B-LOGDB,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
289,CPF-FR-001570,FP-6B-LOGDB,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
290,CPF-FR-001571,FP-6B-LOGDB,미완료,부분 검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6E가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
291,CPF-FR-001572,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
292,CPF-FR-001573,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
293,CPF-FR-001574,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
294,CPF-FR-001575,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6A가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
295,CPF-FR-001576,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
296,CPF-FR-001577,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
297,CPF-FR-001578,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
298,CPF-FR-001579,FP-6B-LOGDB,미완료,미검증,6B 공통 구현/계약 연결 완료·타 Owner Consumer 또는 Runtime 검증 필요,,DEVGPT-6F가 Cross-session 요청에 따라 실제 Consumer/Runtime Acceptance를 구현·검증; Java 25 전체 Gate 재실행
299,CPF-FR-001580,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
300,CPF-FR-001581,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
301,CPF-FR-001582,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
302,CPF-FR-001583,FP-6B-LOGDB,완료,부분 검증,6B 제품 Source 구현 완료·정적/대체 검증 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 외부 Runtime에서 Source 대체검증 Acceptance 재실행
303,CPF-FR-001584,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/spool_backoff_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/summaries/extension-suite.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
304,CPF-FR-001585,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/txlog_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/listener_async_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/logpolicy_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
305,CPF-FR-001586,FP-6B-LOGDB,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/HYGIENE_AND_SECRET_SCAN.txt,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
