function_point_id,requirement_id,feature,function_type,acceptance_criteria
API-LIMIT,CPF-FR-003433,Timeout Budget,DEADLINE,Gateway 운영자·개발자가 실제 제품 경로에서 Timeout Budget 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003434,재시도,RETRY,Gateway 운영자·개발자가 실제 제품 경로에서 재시도 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003435,Circuit·Bulkhead,CIRCUIT,Gateway 운영자·개발자가 실제 제품 경로에서 Circuit·Bulkhead 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003436,결과 불명,UNKNOWN,Gateway 운영자·개발자가 실제 제품 경로에서 결과 불명 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003437,대사,RECONCILE,Gateway 운영자·개발자가 실제 제품 경로에서 대사 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003438,복구,RECOVERY,Gateway 운영자·개발자가 실제 제품 경로에서 복구 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003439,보상,COMPENSATION,Gateway 운영자·개발자가 실제 제품 경로에서 보상 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003440,Rollback·Forward Recovery,ROLLBACK,Gateway 운영자·개발자가 실제 제품 경로에서 Rollback·Forward Recovery 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003441,다중 인스턴스,MULTI_INSTANCE,Gateway 운영자·개발자가 실제 제품 경로에서 다중 인스턴스 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003442,Local/Remote 동등성,LOCAL_REMOTE,Gateway 운영자·개발자가 실제 제품 경로에서 Local/Remote 동등성 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003443,혼합 버전 호환,MIXED_VERSION,Gateway 운영자·개발자가 실제 제품 경로에서 혼합 버전 호환 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003444,인증,AUTHN,Gateway 운영자·개발자가 실제 제품 경로에서 인증 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003445,권한,AUTHZ,Gateway 운영자·개발자가 실제 제품 경로에서 권한 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003446,Data Scope,DATA_SCOPE,Gateway 운영자·개발자가 실제 제품 경로에서 Data Scope 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003447,Masking·Privacy,MASKING,Gateway 운영자·개발자가 실제 제품 경로에서 Masking·Privacy 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003448,사유,REASON,Gateway 운영자·개발자가 실제 제품 경로에서 사유 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003449,승인,APPROVAL,Gateway 운영자·개발자가 실제 제품 경로에서 승인 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003450,감사,AUDIT,Gateway 운영자·개발자가 실제 제품 경로에서 감사 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003451,Log,LOG,Gateway 운영자·개발자가 실제 제품 경로에서 Log 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003452,Metric,METRIC,Gateway 운영자·개발자가 실제 제품 경로에서 Metric 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003453,Trace,TRACE,Gateway 운영자·개발자가 실제 제품 경로에서 Trace 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003454,Health·Readiness,HEALTH,Gateway 운영자·개발자가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003455,Alert·Runbook,ALERT_RUNBOOK,Gateway 운영자·개발자가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003456,Resource 상한,RESOURCE,Gateway 운영자·개발자가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003457,DB Ownership,DB_OWNER,Gateway 운영자·개발자가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003458,DB Schema,DB_SCHEMA,Gateway 운영자·개발자가 실제 제품 경로에서 DB Schema 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003459,Runtime Query,DB_QUERY,Gateway 운영자·개발자가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003460,Migration,DB_MIGRATION,Gateway 운영자·개발자가 실제 제품 경로에서 Migration 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003461,DB Rollback,DB_ROLLBACK,Gateway 운영자·개발자가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003462,3 Vendor,DB_VENDOR,Gateway 운영자·개발자가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003463,API·OpenAPI,API_OPENAPI,Gateway 운영자·개발자가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
API-LIMIT,CPF-FR-003464,Frontend 연결,FRONTEND,Gateway 운영자·개발자가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 client/channel/API/tenant별 rate limit·quota·burst·abuse detection·distributed counter·429/Retry-After·운영 override를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.
