rank,review_id,priority,area,review_point,acceptance_criteria,minimum_evidence,user_mandatory,qa_a_status,qa_b_status,central_status,developer_rework_status,last_verified_sha,notes
200,CPF-RV-0200,P0,Batch/Scheduler/Center-Cut,운영 pause/resume/cancel/retry/reconcile 제어 — Runtime·Evidence·회귀를 검증한다.,운영 pause/resume/cancel/retry/reconcile 제어: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0200; B=미검증
201,CPF-RV-0201,P0,Async/Message/Broker,transactionId/messageId/correlationId/causationId 구분 — 구현·Ownership·Consumer를 검증한다.,transactionId/messageId/correlationId/causationId 구분: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0201; B=미검증
202,CPF-RV-0202,P0,Async/Message/Broker,transactionId/messageId/correlationId/causationId 구분 — 정상·경계 동작를 검증한다.,transactionId/messageId/correlationId/causationId 구분: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0202; B=미검증
203,CPF-RV-0203,P0,Async/Message/Broker,transactionId/messageId/correlationId/causationId 구분 — 실패·부분실패·UNKNOWN를 검증한다.,transactionId/messageId/correlationId/causationId 구분: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0203; B=미검증
204,CPF-RV-0204,P0,Async/Message/Broker,transactionId/messageId/correlationId/causationId 구분 — 동시성·다중인스턴스·보안를 검증한다.,"transactionId/messageId/correlationId/causationId 구분: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0204; B=미검증
205,CPF-RV-0205,P0,Async/Message/Broker,transactionId/messageId/correlationId/causationId 구분 — Runtime·Evidence·회귀를 검증한다.,transactionId/messageId/correlationId/causationId 구분: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0205; B=미검증
206,CPF-RV-0206,P0,Async/Message/Broker,At-least-once delivery의 idempotent consumer — 구현·Ownership·Consumer를 검증한다.,At-least-once delivery의 idempotent consumer: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0206; B=미검증
207,CPF-RV-0207,P0,Async/Message/Broker,At-least-once delivery의 idempotent consumer — 정상·경계 동작를 검증한다.,At-least-once delivery의 idempotent consumer: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0207; B=미검증
208,CPF-RV-0208,P0,Async/Message/Broker,At-least-once delivery의 idempotent consumer — 실패·부분실패·UNKNOWN를 검증한다.,At-least-once delivery의 idempotent consumer: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0208; B=미검증
209,CPF-RV-0209,P0,Async/Message/Broker,At-least-once delivery의 idempotent consumer — 동시성·다중인스턴스·보안를 검증한다.,"At-least-once delivery의 idempotent consumer: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0209; B=미검증
210,CPF-RV-0210,P0,Async/Message/Broker,At-least-once delivery의 idempotent consumer — Runtime·Evidence·회귀를 검증한다.,At-least-once delivery의 idempotent consumer: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0210; B=미검증
211,CPF-RV-0211,P0,Async/Message/Broker,offset/ack commit과 DB commit 순서 — 구현·Ownership·Consumer를 검증한다.,offset/ack commit과 DB commit 순서: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0211; B=미검증
212,CPF-RV-0212,P0,Async/Message/Broker,offset/ack commit과 DB commit 순서 — 정상·경계 동작를 검증한다.,offset/ack commit과 DB commit 순서: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0212; B=미검증
213,CPF-RV-0213,P0,Async/Message/Broker,offset/ack commit과 DB commit 순서 — 실패·부분실패·UNKNOWN를 검증한다.,offset/ack commit과 DB commit 순서: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0213; B=미검증
214,CPF-RV-0214,P0,Async/Message/Broker,offset/ack commit과 DB commit 순서 — 동시성·다중인스턴스·보안를 검증한다.,"offset/ack commit과 DB commit 순서: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0214; B=미검증
215,CPF-RV-0215,P0,Async/Message/Broker,offset/ack commit과 DB commit 순서 — Runtime·Evidence·회귀를 검증한다.,offset/ack commit과 DB commit 순서: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0215; B=미검증
216,CPF-RV-0216,P0,Async/Message/Broker,DLQ/poison message 재처리 lineage — 구현·Ownership·Consumer를 검증한다.,DLQ/poison message 재처리 lineage: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0216; B=미검증
217,CPF-RV-0217,P0,Async/Message/Broker,DLQ/poison message 재처리 lineage — 정상·경계 동작를 검증한다.,DLQ/poison message 재처리 lineage: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0217; B=미검증
218,CPF-RV-0218,P0,Async/Message/Broker,DLQ/poison message 재처리 lineage — 실패·부분실패·UNKNOWN를 검증한다.,DLQ/poison message 재처리 lineage: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0218; B=미검증
219,CPF-RV-0219,P0,Async/Message/Broker,DLQ/poison message 재처리 lineage — 동시성·다중인스턴스·보안를 검증한다.,"DLQ/poison message 재처리 lineage: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0219; B=미검증
220,CPF-RV-0220,P0,Async/Message/Broker,DLQ/poison message 재처리 lineage — Runtime·Evidence·회귀를 검증한다.,DLQ/poison message 재처리 lineage: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0220; B=미검증
221,CPF-RV-0221,P0,Async/Message/Broker,consumer rebalance/backpressure/broker 장애 대응 — 구현·Ownership·Consumer를 검증한다.,consumer rebalance/backpressure/broker 장애 대응: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0221; B=미검증
222,CPF-RV-0222,P0,Async/Message/Broker,consumer rebalance/backpressure/broker 장애 대응 — 정상·경계 동작를 검증한다.,consumer rebalance/backpressure/broker 장애 대응: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0222; B=미검증
223,CPF-RV-0223,P0,Async/Message/Broker,consumer rebalance/backpressure/broker 장애 대응 — 실패·부분실패·UNKNOWN를 검증한다.,consumer rebalance/backpressure/broker 장애 대응: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0223; B=미검증
224,CPF-RV-0224,P0,Async/Message/Broker,consumer rebalance/backpressure/broker 장애 대응 — 동시성·다중인스턴스·보안를 검증한다.,"consumer rebalance/backpressure/broker 장애 대응: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,미검증,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=미검증; A_EVID=SPECIAL1000-CPF-RV-0224; B=미검증
225,CPF-RV-0225,P0,Async/Message/Broker,consumer rebalance/backpressure/broker 장애 대응 — Runtime·Evidence·회귀를 검증한다.,consumer rebalance/backpressure/broker 장애 대응: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,FAIL,미검증,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=FAIL; A_EVID=SPECIAL1000-CPF-RV-0225; B=미검증
226,CPF-RV-0226,P0,DB3 Schema/Integrity,Oracle/PostgreSQL/MariaDB DDL 의미 동등성 — 구현·Ownership·Consumer를 검증한다.,Oracle/PostgreSQL/MariaDB DDL 의미 동등성: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0226; B=재확인 필요
227,CPF-RV-0227,P0,DB3 Schema/Integrity,Oracle/PostgreSQL/MariaDB DDL 의미 동등성 — 정상·경계 동작를 검증한다.,Oracle/PostgreSQL/MariaDB DDL 의미 동등성: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0227; B=재확인 필요
228,CPF-RV-0228,P0,DB3 Schema/Integrity,Oracle/PostgreSQL/MariaDB DDL 의미 동등성 — 실패·부분실패·UNKNOWN를 검증한다.,Oracle/PostgreSQL/MariaDB DDL 의미 동등성: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0228; B=재확인 필요
229,CPF-RV-0229,P0,DB3 Schema/Integrity,Oracle/PostgreSQL/MariaDB DDL 의미 동등성 — 동시성·다중인스턴스·보안를 검증한다.,"Oracle/PostgreSQL/MariaDB DDL 의미 동등성: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0229; B=재확인 필요
230,CPF-RV-0230,P0,DB3 Schema/Integrity,Oracle/PostgreSQL/MariaDB DDL 의미 동등성 — Runtime·Evidence·회귀를 검증한다.,Oracle/PostgreSQL/MariaDB DDL 의미 동등성: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0230; B=미검증
231,CPF-RV-0231,P0,DB3 Schema/Integrity,PK/FK/Unique/Check constraint 업무 불변조건 — 구현·Ownership·Consumer를 검증한다.,PK/FK/Unique/Check constraint 업무 불변조건: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0231; B=재확인 필요
232,CPF-RV-0232,P0,DB3 Schema/Integrity,PK/FK/Unique/Check constraint 업무 불변조건 — 정상·경계 동작를 검증한다.,PK/FK/Unique/Check constraint 업무 불변조건: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0232; B=재확인 필요
233,CPF-RV-0233,P0,DB3 Schema/Integrity,PK/FK/Unique/Check constraint 업무 불변조건 — 실패·부분실패·UNKNOWN를 검증한다.,PK/FK/Unique/Check constraint 업무 불변조건: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0233; B=재확인 필요
